SampleID,Group,Order,Diet,Metabolite1,Metabolite2,Metabolite3,Metabolite4,Metabolite5,Metabolite6,Metabolite7,Metabolite8,Metabolite9,Metabolite10,Metabolite11,Metabolite12,Metabolite13,Metabolite14,Metabolite15,Metabolite16,Metabolite17,Metabolite18,Metabolite19,Metabolite20,Metabolite21,Metabolite22,Metabolite23,Metabolite24,Metabolite25,Metabolite26,Metabolite27,Metabolite28,Metabolite29,Metabolite30,Metabolite31,Metabolite32,Metabolite33,Metabolite34,Metabolite35,Metabolite36,Metabolite37,Metabolite38,Metabolite39,Metabolite40,Metabolite41,Metabolite42,Metabolite43,Metabolite44,Metabolite45,Metabolite46,Metabolite47,Metabolite48,Metabolite49,Metabolite50,Metabolite51,Metabolite52,Metabolite53,Metabolite54,Metabolite55,Metabolite56,Metabolite57,Metabolite58,Metabolite59,Metabolite60,Metabolite61,Metabolite62,Metabolite63,Metabolite64,Metabolite65,Metabolite66,Metabolite67,Metabolite68,Metabolite69,Metabolite70,Metabolite71,Metabolite72,Metabolite73,Metabolite74,Metabolite75,Metabolite76,Metabolite77,Metabolite78,Metabolite79,Metabolite80,Metabolite81,Metabolite82,Metabolite83,Metabolite84,Metabolite85,Metabolite86,Metabolite87,Metabolite88,Metabolite89,Metabolite90,Metabolite91,Metabolite92,Metabolite93,Metabolite94,Metabolite95,Metabolite96,Metabolite97,Metabolite98,Metabolite99,Metabolite100,Metabolite7_dup,Metabolite86_near_dup
Batch2_Sample_11,Group1,50,Diet48,135554.94,92603.83,102414.91,91736.08,80483.33,109145.52,143273.53,87539.8,105423.99,98631.71,101992.71,125236.71,78377.55,110649.17,87902.01,112328.7,103083.73,56070.8,83989.99,111756.74,126286.01,89224.78,106803.26,105812.5,97205.73,111629.68,89696.6,77065.13,80971.84,90825.96,110816.08,104341.19,113257.45,83187.11,102663.67,90106.09,81015.2,80026.11,38992.47,120946.88,91222.7,47475.85,106500.05,93279.32,91841.34,115049.17,96632.79,113112.27,93458.14,128567.01,79220.65,104165.75,107869.26,118797.11,100028.89,99106.53,115633.21,107645.76,75090.54,109581.22,97212.24,112149.75,125837.03,101848.56,136351.05,89078.24,99431.54,99592.83,85952.62,110347.34,80625.65,94750.56,70085.96,99736.23,95812.45,120818.48,100531.76,120390.42,73338.86,83484.65,101610.64,120222.29,121126.37,80455.85,117808.28,113063.93,86191.99,90550.04,116214.7,121568.35,94690.24,79017.29,76773.05,95698.17,84041.67,83262.74,101010.9,68775,74048.98,139244.29,143273.53,113063.93
Batch2_Sample_12,Group2,51,Diet49,113886.67,95199.55,100958,101295.04,126588,91966.8,117172.52,81340.37,108321.29,107261.18,128097.5,123833.18,121362.33,108459.31,78761.65,109729.86,113316.25,44690.7,75690.6,118181.33,135165.27,100782.72,67306.76,105226.42,100521.58,80241.1,102382.76,84871.65,76281.47,62801.06,102638.68,1222738.9,94105.42,105631.7,90510.17,70164.86,90704.8,115416.04,73124.25,104387.13,74528.06,86460.86,134784.52,102454.67,76152.27,90771.36,84367.63,109475.19,84874.94,108792.73,76919,81696.51,110217.58,120775.7,103620.28,113207.69,96454.28,95089.02,46974.26,111050.04,100774.2,99504.68,120690.95,103978.57,90910.58,139597.67,104102.34,91618.09,101701.65,70472.66,75794.93,88744.32,111909.52,82416.6,103800.06,122417.07,114651.82,102512.77,111541.41,97611.75,127813.87,112684.46,122563.21,597375.97,70764.6,105422.68,96174.52,96306.93,86727.57,112680.25,107813.17,73770.25,86405.89,111543.51,103656.29,90596.07,74400.51,73400.74,127199.81,80125.18,117172.52,105422.68
Batch2_Sample_13,Group1,52,Diet50,155212.68,87337.19,112101.38,138257.46,122079.72,101983.74,113461.17,93042.19,113435,77399.12,103236.01,115101.14,63301.59,95304.8,85880.68,93797.12,97019.77,44510.88,55404.27,92437.67,81958.31,100110.07,79478.41,104570.71,122374.21,98299.94,106863.41,82541.08,104496.75,109575.98,96827.21,123688.91,101495.79,88131.41,94605.64,82726.39,94418.95,83549.89,60666.7,112425.65,127379.18,91302.04,82363.96,100366.52,66535.04,108275.06,89969.42,128092.78,103634.8,98120.61,54503.93,103188.83,106931.58,99775.73,102113.73,119661.82,80321.08,97619.93,66371.16,86325.77,93664.1,96861.49,94172.56,120882.79,107481.52,105018.81,103141.37,92119.56,114690.93,80903.78,83519.48,96183.31,113508.58,99975.06,117604.96,103162.42,118502.04,99465.91,95549.01,116453.14,100069.29,114053.14,110749.2,109000.47,63508.13,127809.41,114071.72,91411,110027.24,114377.85,117207.5,93003.6,127502.6,127464.92,71896.94,101289.33,93155.64,82629.66,108510.34,125422.11,113461.17,127809.41
Batch2_Sample_14,Group1,53,Diet51,126816.41,105681.28,110420.5,105665.95,107897.77,93046.35,89004.71,100449.65,108240.4,73935.39,170216.36,128384.41,87691.37,83625.07,77586.9,137649.11,128982.91,58640.76,85059.62,107348.76,104326.81,88736.64,97109.68,122801.98,102430.24,91121.06,94139.1,53408.72,121760.64,122869.91,120570.98,117890.03,99433.59,98912.7,112224.52,77876.98,97216.74,46334.66,79115.83,111791.53,138844.68,80153.13,125331.86,104251.44,52602.3,103810.39,107552.51,112181.71,111601.45,108752.48,88772.42,109205.78,113169.95,80190.37,95237.07,126374.86,121259.08,109842.27,72437,134741.68,105891.64,111006.93,132379.22,106095.4,97521.64,131601,136644.92,132368.55,104326.14,84389.7,84916.47,99611.78,105080.33,102161.74,109055.6,110460.04,101592.7,111392.03,93223.3,59208.49,126156.81,106313.84,166765.94,93735.85,100919.8,121989.43,102607.09,94160.22,86432.67,134007.52,110175.87,89161.79,109252.94,118122.33,93482.33,83100.64,92341.22,100183.83,116024.21,103937.4,89004.71,121989.43
Batch2_Sample_15,Group2,54,Diet52,126847.58,109558.48,119038.61,68603.46,144898.06,114752.38,116326.53,93893.61,89600.63,105929.09,169881.06,123287.79,118685.48,93294.59,101289.65,93844.87,99049.84,77487.06,75473.29,97199.56,93068.36,80915.32,90023.75,106659.41,104327.92,75819.14,109741.79,81307.63,127735.4,89407.09,98473.12,95328.65,129636.91,116810.04,93653.71,110331.44,85374.57,85104.12,104220.82,99845.11,107435.48,149777.3,156878.67,130068.53,123652.29,135926.56,104423.68,98310.78,99791.53,106330.36,76386.88,82783.75,102157.42,120722.57,110255.71,84270.49,116779.23,112729.3,84006.01,115419.7,72987.93,96689.33,90248.28,118172.96,96096.66,94969.87,115652.02,102551.91,115153.37,109934.78,70724.14,107561.59,115207.27,80047.9,103190.62,125734.92,126386.82,125975.76,96917.9,91716.2,140452.35,97070.03,90456.12,114824.19,102484.34,102910.46,91544.27,101746.63,129158.9,129428.01,123064.17,82723.08,92642.38,125483.47,92388.87,108138.25,112363.43,84688.49,114904.6,131301.32,116326.53,102910.46
Batch2_Sample_16,Group1,55,Diet53,141171.22,104340.87,66959.6,,149414.81,99651.8,137260.33,89146.94,144803.3,92132.77,105162.62,120129.19,101981.93,102557.2,99996.53,99119.16,98712.17,67512.81,101439.24,151724.48,106024.49,100578.41,111941.94,109773.33,128017.02,83431.67,98442.87,119615.9,86550.56,90156.48,119021.75,119540.18,103523.45,111340.18,110780.79,94956.85,104973.06,96000.57,79629.85,122733.11,121646.19,96794.08,136318.05,94526.66,88824.71,138165.8,93008.38,125495.55,121462,104501.76,147849.09,89239.73,149680.95,125557.52,102365.67,92345.76,76600.99,117961.67,77628.39,70244.08,98387.96,96564.34,80791.96,121825,83538.26,96224.09,135742.87,120687.78,95382.27,111739.18,84327.17,113067.92,115983.51,91376.73,116852.53,104071.87,103751.81,116437.7,97081.96,95573.06,116971.91,127391.07,115486.38,102815.69,64918.61,101167.52,108442.65,102273,87695.63,138327.99,115536.94,91828.39,113597.26,121969.07,99482.56,89120.28,87243.26,78203.23,71197.08,130184.48,137260.33,101167.52
Batch2_QC_3,QC,56,NA,117961.59,102125.48,113602,117179.35,129659.77,103098.1,126252.56,101032.06,118166.89,101928.01,128843.46,121174.47,97605.09,111098.5,100081.62,115022.91,104523.01,72301.42,79608.18,119899.88,103182.54,91760.86,125093.11,118630.02,134573.69,99651.38,107134.28,89282.29,124270.06,114136.73,107245.76,103521.43,106658.8,104628.37,90503.21,95572.76,94231.99,91707.58,82495.16,105983.08,113434.63,99920.15,109859.78,89674.49,87643.1,140062.05,97011.6,130033.53,114495.06,92880.79,112490.76,102495.27,130844.65,107799.22,91715.86,116532.66,92892.99,85678.41,68785.25,117301.26,92411.44,104165.19,100292.66,118703.46,79813.49,126790.02,103020.96,121189.34,114828.86,99308.66,85006.15,115784.09,120821.09,99944.83,106462.29,93252.52,121189.14,138302.01,91244.69,93525.3,124611.81,116773.33,109884.69,106918.37,91798.35,111661.08,109786.76,114480.93,98738.29,118323.67,112759.48,101330.67,121119.51,135857.61,95944.11,104233.78,73598.97,93321.31,106969.99,119740.4,126252.56,111661.08
Batch2_Sample_17,Group2,57,Diet55,120725.52,127316.08,97740.04,93037.68,140677.33,127325.26,136391.3,118376.39,124959.32,96232.92,196282.65,126830.72,106795.42,109518.23,103209.9,125751.98,142569.63,63699.47,71315.95,105770.08,108666.83,71528.12,105048.65,119188.05,118747.54,100200.41,120453.25,54629.57,116102.03,92415.05,120671.33,111603.04,125005.14,115862.82,116129.02,94233.93,80081.73,93152.48,69230.57,93914.63,114013.51,88710.61,124964.03,121091.72,69216.75,149564.14,93223.74,130599.05,115571.08,111775.85,69803.52,109996.41,114141.91,123303.38,97637.58,117729.46,108354.99,100483.07,76503.85,103618.93,80727.44,112858.14,110435.74,112769,88458.01,83329.62,106248.09,155160.26,136693.91,165693.07,101693.53,120366.58,111786.66,101426.66,91515.64,125180.85,109616.98,148026.67,104681.57,93610.14,136990.4,98130.13,117212.71,86312.32,90175.35,118185.51,111448.94,114223.95,124427.22,102227.69,122572.94,102162.18,158787.42,115659.54,108179.29,79403.49,63646.51,104624.97,131396.05,105510.03,136391.3,118185.51
Batch2_Sample_18,Group2,58,Diet56,99733.83,110930.73,123658.43,97287.21,141692.79,134966.76,121668.33,100859.38,149834.29,84492.69,87709.73,154694.1,119159.85,95796.23,63489.12,126107.21,152389.03,82403.09,86313.01,154525.65,82818.21,110892.1,121591.75,113847.78,145021.25,100181.24,107650.28,95307.43,81330.02,106236.05,134542.91,125246.55,118767.2,140474.28,110617.31,87889.68,87477.39,160704.28,87779.14,88787.14,143675.01,101940.05,142877.09,125010.89,90151.6,143191.19,97611.99,114103.5,126378.07,114096.33,107888.32,55608.84,119444.22,103464.56,103181.91,124329.32,122454.45,105474.86,55771.81,155760.71,118313.53,118527.52,66317.54,106239.7,97901.3,93863.43,81718.65,107503.5,123135.08,134581.44,93301.4,119545.36,118357.82,93219.26,104637.25,126604.48,95240.74,109096.17,89186.75,105713.52,130246.83,99857.66,108851.82,133623.57,55565.03,115883.47,101090.48,114406.44,117052.67,165417.49,119214.48,70720.16,85968.55,146019.48,81762.36,102094.5,79018.62,100335.15,170745.88,82859.48,121668.33,115883.47
Batch2_Sample_19,Group1,59,Diet57,131289.04,122232.53,105834.52,99678,93441.12,131487.91,115325.49,99813.55,123183.74,87877.1,51652.12,120787.11,104999.85,101945.58,109576.65,124355.58,117965.91,48775.42,76249.15,144447.29,100087.88,114159.18,135178.45,128127.26,147244.71,105275.81,98738.99,108941.46,130951.03,133175.49,116240.34,102359.87,130611.7,87852.37,99718.47,95298.49,99068.99,125781.57,104981.26,118813.49,121726.89,69684.45,145262.82,99582.73,,127931.38,102400,140245.08,125606.04,104659.69,112157.97,89443.06,109867.56,142287.05,101764.06,122234.15,92361.18,97902.18,69346.93,103361.65,93829.99,79975.99,109791.86,113776.16,66505.17,128139.26,73106.64,112383.74,102359.83,103779.04,99742.95,108723.94,160394.45,82561.11,106869.18,128114.32,128433.16,112743.73,103828.16,110270.88,130886.12,102508.32,128896.29,144726.72,48359,118591.13,113884.12,92588.39,143145.88,133494.98,115685.33,106744.37,168537.84,149378.53,74091.26,83622.28,91391.96,100100.93,97449.03,95259.48,115325.49,118591.13
Batch2_Sample_20,Group1,60,Diet58,146026.35,123436.85,124457.91,,145570.12,118866.9,120083.4,119969.54,126302.07,73727.66,146400.48,131321.66,134667.98,91375.98,120389.79,127501.2,68785.37,74122.81,72950.1,113583.42,106325.06,64222.35,102821.09,112891.36,120269.7,122557.7,101843.64,84642.21,115971.52,101860.71,107543.5,102037.52,107489.26,100802.24,94310.48,94595.96,97388.15,78363.12,102037.19,120591.29,142193.57,86614.23,111151.08,104551.79,100860.41,136070.42,100925.39,99817.12,119486.41,118785.82,97506.96,96956.25,137739.61,131299.86,109841.98,116941.33,99347.1,106609.11,58274.43,102290.58,110228.42,126677.03,110534.34,111473.87,117677.26,133969.23,118976.52,106479.4,119192.11,127261.97,84016.37,113711.81,113942.98,98493.28,96289.35,71387.87,139930.3,110441,93755.05,76194.66,,94601.28,87894.88,79647.59,136613.54,84995.32,92660.59,107228.94,100889.85,113465.76,134113.82,97384.13,118254.43,109537.55,92929.29,108588.2,88711.02,88542.46,112691.83,125641.02,120083.4,84995.32
Batch2_Sample_21,Group2,61,Diet59,113449.5,119297.62,120580.29,104281.26,145502.85,120341.43,147240.98,103314.39,149537.46,110131.04,167618.04,112909.72,93958.15,107258.92,129406.61,112455.5,104832.62,83044.03,87198.53,128602.06,102599.61,58287.11,107730.4,93918.71,102554.59,107121.85,110532.2,102898.62,116951.08,96246.34,111762.2,98129.12,118330.18,106894.78,105487.29,91244.92,89913.84,82372.1,74595.8,115175.3,140652.09,76144.71,110651.86,129978.1,97882.78,147111.85,95649.61,167095.11,103473.29,107482.69,100833.69,112645.63,98978.4,112588.54,89806.1,105796.37,70393.77,117396.69,74320.89,90514.51,102015.16,122630.59,97901.48,139277.45,82828.35,139554.29,72438.29,111319.34,140551.55,81110.79,76486.49,99863.82,90211.98,118787.41,103239.07,125306.88,118423.09,143727.29,101349.58,85126.33,135333.63,109924.01,147220.47,116508.79,87355.33,72846.74,91237.96,104543.7,101957.17,123819.49,122524.41,111260.67,87082.41,123366.26,85272.23,102460.54,82030.84,84605.14,137891.24,141775.64,147240.98,72846.74
Batch2_Sample_22,Group2,62,Diet60,121056.49,112583.29,129288.18,111064.87,114131.51,114327.42,115506.73,117059.1,141317.72,126802.94,92928.06,134709.79,86035.56,96058.58,106330.31,137842.4,75666.59,57823.63,66243,143803.65,113043.31,78200.57,157010.73,98635.05,80338.99,131169.04,104960.51,55566.82,153352.87,94132.68,96622.9,111068.35,130213.31,128449.65,124308.72,94286.13,95463.17,83332.83,85437.74,110291.09,116440.38,99494.69,113740.5,109542.41,94391.76,147517.3,96550.1,116123.78,119470.55,108407.16,106191.07,80248.36,126309.03,119824.31,96096.22,95893.54,116424.78,109944.18,73082.42,127153.04,83691.08,129314.74,98283.93,131932.53,86559.24,117148.03,101658.69,111342.05,125316.72,87091.27,94922.55,99948.57,125397.22,103524.83,97555.31,122394.43,142457.43,125110.53,73887.98,96583.57,114551.78,92282.76,102076.97,116919.68,101023.39,101748.96,110144.96,114087.67,114146.4,146828.2,107330.84,100357.84,133236.2,105310.21,99253.47,117214.46,88830.38,83645.78,118203.31,71058.2,115506.73,101748.96
Batch2_Sample_23,Group1,63,Diet61,115534.17,111735.81,131433.99,133310.38,113872.53,133815.45,105879.06,104982.35,102057.14,93037.15,143625.11,127301.15,105738.59,89428.39,114447.58,131463.8,61833.74,66080.92,64418.19,116854.76,80291.03,76294.29,111308.58,99057.09,104992.83,106681.11,104391.21,68334.12,63665.25,92098.01,97167.79,123437.37,133673.25,112945.24,102236.26,100060.54,93056.1,72451.51,117655.44,102509.8,123184.77,77940.87,170729.42,105168.48,92810.99,116366.9,90026.09,129539.22,102668.25,117694.02,92840.84,103781.09,114453.59,129995.07,109909.27,111868.87,124470.93,106733.67,80994.5,117217,96127.73,107233.16,93148.16,81370.24,80763.5,139013.21,69790.2,110635.67,99117.35,87335.57,88675.36,107713.75,115827.93,78236.27,117088.58,120506.28,99073.33,113314.49,112663.38,70752.08,126603.25,113821.1,104017.17,64517.07,101634.79,106247.83,109920.95,99175.48,83184.94,133676.06,124538.26,106703.5,114170.71,133180.24,69120.82,104102.82,72341.14,89741.41,87123.04,85189.81,105879.06,106247.83
Batch2_Sample_24,Group1,64,Diet62,115347.12,99900.32,130763.63,132012.94,122714.26,96212.14,113212.71,95603.23,130934.23,121927.73,89361.64,126439.19,106655.89,115121.65,104711.32,122060,159283.2,66753.76,78097.22,174511.89,83806.53,104065.98,176106.41,108858.79,112706.35,110030.83,95961.2,127098.68,123442.65,117205.79,131497.47,118776.37,138666.95,95160.75,110521.82,95460.54,92747.44,86471.36,86526.86,108914.16,119594.04,54413.69,116984.9,75376.07,86380.4,85710.88,97996.6,126071.63,106628.25,96384.7,56129.01,99765.88,145828.57,89156.01,94189.83,115898.04,87963.23,107488.13,85628.27,127668.82,77186.43,107474.77,135078.65,137541.91,106885.29,153607.03,80115.19,125903.9,101841.27,100942.1,104548.18,102367.75,101414.63,74330.19,95520.86,111117.54,124270.38,126380.29,93980.08,60472.14,120686.79,111188.15,154324.89,100342.21,95876.38,102663.01,81295.35,98557.73,138596.26,147921.11,139027.17,111403.7,83844.47,126124.53,79411.96,101750.49,108635.66,67586.44,97410.15,97015.8,113212.71,102663.01
Batch2_QC_4,QC,65,NA,106092.2,89296.64,110082.45,110977.57,123663.4,110705.85,130231.66,102056.52,121893.58,95783.35,117178.1,123053.12,95866.97,95644.24,99091.45,120885.14,98914.13,69463.77,79356.2,114141.08,95360.42,87989.57,124386.87,90395.64,126958.69,102769.67,114793.17,89205.43,105457.59,103461.4,104564.68,105204.82,113127.74,108200.56,101274.06,78542.83,91105.21,85903.67,85830.62,107148.17,99379.34,107002.44,109647.92,91939.87,90868.89,122193.65,90406.15,119407.61,117451.78,105067.73,105368.95,85926.62,115809.6,109413.51,98566.73,107625.15,108441.27,94167.82,80387.81,108214.6,103991.35,101546.43,102062.05,107388.12,87670.66,107383.3,110006.43,110488.6,101138.52,107477.89,91116.93,120127.44,116959.72,89672.59,99364.08,107488.03,119410.82,113581.26,83333.34,85947.22,112657.81,90361,111464.77,111366.5,90098.24,109958.37,101499.12,103144.79,119564.44,113746.43,117622.66,93754.8,115821.63,126962.82,91557.67,93348.08,86348.48,90906.39,101315.07,113608.04,130231.66,109958.37
Batch2_Sample_25,Group2,66,Diet64,126492.56,99166.84,92258.88,119925.58,142846.23,118997.22,115504.51,77541.95,99664.18,105063.14,178305.32,110524.98,95846.36,112883.26,95115.27,102078.81,110742.45,66494.88,47268.13,130928.62,96620.84,68450.11,90964.38,91454.73,80862.89,103181.83,98751.7,81425.18,95427.82,100244.37,107861.82,122650.76,95308.84,98262.17,106681.39,125657.06,98935.2,95297.85,97163.4,95747.95,106037.39,119355.74,108284.8,94111.21,95911.72,108750.62,86966.38,130387.65,114610.18,107557.24,94096.8,102165.8,134838.89,101409.05,105024.51,109563.27,137506.06,101133.59,91337.4,111526.61,104738.42,105287.74,101477.4,109119.45,87760.47,84724.57,87698.79,116837.67,108663.72,103002.26,102846.42,107377.29,76365.46,101897.9,82347.43,106316.14,120367.31,95786.94,93843.01,103541.08,115993.52,132393.67,117284.52,100153.99,76615.78,103342.24,92535.6,98918.62,112836.86,130887.42,107594.43,86740.11,78239.01,124026.34,110762.99,81603.68,79441.67,96344.4,96951.21,118913.41,115504.51,103342.24
Batch2_Sample_26,Group2,67,Diet65,121495.69,94778.26,84060.52,118120.5,133932.58,109955.94,142849.46,90228.5,122943.84,129399.54,140697.79,125164.17,102612.73,110511.87,91251.52,105076.16,81484.64,75078.11,85202.39,93348.59,90791.36,61319.73,105210.45,122509.94,105600.28,141571.29,107340.74,85256.25,129138.73,96950.13,97215.76,109152.12,97969.76,105721.97,111718.39,88417.64,84629.16,83546.7,89080.86,95386.09,110275.12,121170.97,120159.82,114223.33,99394.78,111339.61,86835.79,143521.48,96674.56,127581.33,103223.98,95164.39,128889.58,135616.98,97639.9,96906.79,89165.82,105010.36,47128.29,91309.53,111331.04,93927.1,148618.43,90748.64,112071.11,105638.21,81055.06,115964.66,101029.23,151304.36,91315.91,84847.57,113829.4,113489.24,108988.75,85453.02,108847.1,110786.74,80968.39,87263.33,116740.36,94519.97,101496.81,64171.11,108445.79,112066.52,92787.71,92199,116461.21,126712.86,154595.6,81837.26,95912.47,127113,82104.16,91845.12,77924,93579.96,121895.15,94318.95,142849.46,112066.52
Batch2_Sample_27,Group2,68,Diet66,127205.59,107480.51,125590.3,91564.81,126020.11,107753.66,113080.58,102195.56,111164.49,110367.11,185142.97,107747.75,90135.63,82017.89,96519.21,104200.62,85074.65,69470.31,101633.28,133920.78,97676.85,73094.21,98479.64,93524.23,146711.4,106027.89,95637.75,80051.37,75522.78,87216.6,103909.05,99239.65,130472.61,110455.15,97917.61,89019.98,97967.03,97461.8,101418.56,88166.94,101410.29,125574.83,95666.94,104751.14,80518.36,114600.69,92457.12,100736.84,105096.27,109402.91,119318.01,84434.97,125625.86,87234.67,102951.25,109854.13,68591.52,110608.64,52308.2,85059.7,106180.93,102089.89,120561.42,115656.15,50407.7,81947.46,86157.47,100320.8,109866.9,85983.56,84148.2,102300.32,89669.18,110179.37,95237.9,138221.84,103760.99,86313.01,119413.66,111505.78,125452.25,127845.56,115370.02,98682.73,96229.91,84876.26,79314.35,100109.59,105199.58,117455.59,103295.67,114037.93,102484.43,79014.67,112626.41,95049.71,97161.34,75702.01,115146.95,122735.7,113080.58,84876.26
Batch2_Sample_28,Group1,69,Diet67,110496.23,74987.22,101085.9,,146467.14,77281.02,107170.15,70437.61,147889.91,94297.59,129976,118936.52,103142.62,126187.08,75276.23,113197.47,96944.29,66092.79,83193.69,77788.81,90514.19,85436.54,84378.01,98499.99,134308.46,89150.68,99950.68,72537.78,95448.9,110858.77,97355.17,107267.33,119304.31,103859.22,110269.2,92265.65,101315.22,54915.73,71994.76,113006.63,91044.75,56255.66,124110.45,97794.75,96483.95,86944.54,88512.51,142711.18,113347.97,114522.33,125399.19,105725.46,89497.6,104149.17,101819.05,109499.62,106276.33,88967.33,79445.29,116915.5,92117.48,91500.46,71734.26,105260.93,50064.28,152651.35,91180.22,126459.33,105298.75,79694.37,80427.29,99803.48,100273.06,96174.49,102377.05,115456.3,132545.93,79238.92,112939.2,108668.48,103315.64,129181.58,115046.18,85090.71,103089.23,99495.38,87806.46,89291.88,110426.11,147828.45,132916.51,103987.19,102359.6,110542.43,83378.98,83879.65,83314.74,105142.79,104212.51,62221.25,107170.15,99495.38
Batch2_Sample_29,Group2,70,Diet68,106499.23,79849.18,113726.83,151921.29,125412.21,99701.99,140918.16,97627.6,100680.15,71695.25,127815.81,129346.49,78757.34,92900.55,109315.46,90166.22,61773.52,75149.34,67204.14,120267.13,62377.17,70407.14,113076.7,85818,103871.47,98143.96,81694.79,98768.38,109013.81,101103.1,100013.81,100908.4,118392.05,116018.3,90615.45,90472.38,101758.58,118851.62,72167.77,103319.23,86010.85,109723.62,102001.53,131621.91,89034.45,97623.88,84073.73,105184.16,102205.42,109000.35,149588.52,86985.15,82182.55,131541.51,115083.27,100435.99,68641.46,102690.18,65585.66,90053.24,78511.81,103413.49,127683.37,125108.83,77931.82,113125.62,101745.7,66702.73,131662.48,78279.15,102212.05,92117.73,124234.97,107354.19,94829.73,94562.52,110072.77,113550.28,105323.88,59940.52,109263.82,102247.66,93529.26,102920.14,67203.24,118971.66,81592.21,108092.43,131622.69,98586.31,111085.73,86713.11,120005.61,108218.36,95131.05,90091.29,113459.39,77923.98,99309.74,84349.34,140918.16,118971.66
Batch2_Sample_30,Group1,71,Diet69,116334.63,79259.96,101528.43,,77444.08,93940.03,123201.05,82265.57,127122.36,93469.43,97228.66,134267.09,85842.25,112299.77,101088.46,94922.94,118197.94,85815.96,94453.73,107318.71,122947.4,88869.59,97044.86,103463.36,95917.04,76533.78,95328.83,96500.2,70167.25,86737.44,102128.39,120718.2,79930.21,89858.7,110149.68,63994.42,91582.43,76678.54,66579.31,101481.86,93180.04,57011.52,119118.81,107724.43,101922.86,93138.06,84205.93,122998.14,85908.39,96659.17,92913.29,99502.37,129700.69,77912.02,99082.11,115030.21,97724.28,99532.33,45665.21,86440.03,103877.08,96788.17,93540.74,115668.61,113562.23,49700.05,115906.2,142051.8,102603.52,74716.67,82737.01,96406.07,90451.87,89488.85,68764.74,119075.75,111541.95,105480.41,92714.74,96111.06,120540.74,103820.04,89613.39,68731.94,84817.18,109013.32,104302.39,93512.85,146535.03,113463.07,112788.64,,87988.52,112555.51,72083.59,86932.23,99938.02,96465.83,71509.38,94966.55,123201.05,109013.32
Batch2_Sample_31,Group2,72,Diet70,122331.78,87034.26,123048.09,104102.56,104119.87,95024.61,99302.24,91312.04,132886.93,92960.92,151264.9,131070.16,88572.85,89893.36,92688.92,96889.34,99933.61,58780.12,89736.26,120146.59,135385.23,78806.92,125986.86,90311.81,108382.76,114997.14,106678.12,109461.13,56888.25,100072.4,134660.19,108854.32,97002.57,85252.04,100871.21,87485.21,96056.76,64723.22,53535.97,97760.22,89975.03,126942.97,168788.18,105303.34,112284.07,79127.97,98024.1,143229.42,87312.75,111122.76,113135.38,96295.22,106599.82,98502.36,96296.47,100247.85,105714.62,107881.19,64786.8,97150.67,80710.26,86124.66,75667.54,120004.45,74074.36,135590.64,85057.93,110277.43,97565.66,118643.37,89133.94,79711.5,95723.81,89602.55,82009.22,116299.28,87863.24,102056.83,87961.03,90859.01,112000.37,108771.9,114641.62,120946.72,101635.83,93264.62,88483.93,104142.14,73882.81,114578.49,115428.9,73826.33,117024.29,119625.59,90253.22,94432.26,77379.99,79333.35,82665.88,108598.27,99302.24,93264.62
Batch2_Sample_32,Group2,73,Diet71,106876.05,92769.82,100041.59,112515.97,139797.6,146140.89,117964.85,75629.83,96628.87,91846.34,150795.95,116389.16,84190.77,113641.13,88409.14,92652.26,130892.73,84054.78,94173.1,110904.68,72660.89,82176.74,72902.55,112334.17,70433.66,103414.68,107692.76,90104.39,120198.64,109650.48,89306.26,104297.36,130638.14,96566.97,102201.33,76238.38,80934.41,79633.96,104515.37,77528.88,84078.74,126804.21,79453.66,133628.47,65506.59,113846.26,94276.64,115253.83,96159.11,101044.54,113646.16,91771.91,120455.15,111626.52,110754.11,96169.39,69760.69,97994.37,52435.57,110357.2,93972.82,95593.38,98817.26,131077.42,89893.29,150595.64,93809.31,100372.03,116056.42,82025.67,89410.18,80524.33,101648.64,111653.4,90483.75,119636.5,115304.01,111587.18,79416.27,105830.17,110893.83,95497.8,87630.25,118620.15,97550.22,90880.52,102697.33,107244.14,114077.55,119308.49,123689.61,99205.5,99341.37,98083.81,88926.33,88100.36,112557.85,90963.77,117503.75,75228.6,117964.85,90880.52
Batch2_QC_5,QC,74,NA,112118.82,91216.45,103932.01,110680.13,108582.78,94119.46,117535.15,95287.31,113996.97,94727.6,115731.5,126094.47,79949.51,90765.52,101274.55,111502.67,96483.37,63383.99,74860.08,112374.13,88232.93,76597.75,98639.64,111608.63,114385.07,85944.27,95593.58,78472.04,98405.41,83040.48,93088.99,129499.36,98393.76,83040.57,110129.07,80956.28,93447.73,90778.78,81501.06,107378.72,103870.91,96772.41,101456.23,81653.46,89394.87,100157.74,94598.28,113259.74,89396.12,106104.57,101702.99,80448.53,116646.61,108263.63,97341.68,105718.23,101959.7,91257.94,72062.98,93379.79,100380.35,111689.1,88013.74,118691.3,102309.03,104569.47,100545.88,99239.2,114383.76,110350.17,93154.58,104697.4,101165,89825.54,87154.32,109905.25,98793.67,102545.42,93053.22,80990.46,107699.28,89614.14,100582.95,110152.26,88725.35,109368.33,93054.89,100183.04,119059.2,112706.7,118019.04,90519.3,101564.66,102474.96,89892.29,91735.56,84571.54,89831.55,89638.32,99005.81,117535.15,109368.33
